gene_name	mod_code	chrom	start0	end0	strand	n_tx_tested	test_name	stat_name	stat_value	p_value	effect_max_abs_frac_diff	per_transcript_json	p_adj_bh
ALCAM	69426	chr3	105576133	105576134	+	2	fisher_exact_2x2	fisher_odds	inf	0.3754307443231264	0.001816	"[{""ZN"":1,""Ncov"":5508,""Nmod"":10,""frac"":0.0018155410312273058},{""ZN"":2,""Ncov"":897,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	69426	chr3	105576825	105576826	+	2	fisher_exact_2x2	fisher_odds	inf	0.37541825293139436	0.001815	"[{""ZN"":1,""Ncov"":5509,""Nmod"":10,""frac"":0.0018152114721365039},{""ZN"":2,""Ncov"":898,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	17596	chr3	105576676	105576677	+	2	fisher_exact_2x2	fisher_odds	inf	0.3754831124434007	0.001815	"[{""ZN"":1,""Ncov"":5509,""Nmod"":10,""frac"":0.0018152114721365039},{""ZN"":2,""Ncov"":894,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	a	chr3	105576152	105576153	+	2	fisher_exact_2x2	fisher_odds	inf	0.37576517683237465	0.001814	"[{""ZN"":1,""Ncov"":5512,""Nmod"":10,""frac"":0.00181422351233672},{""ZN"":2,""Ncov"":882,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	a	chr3	105576377	105576378	+	2	fisher_exact_2x2	fisher_odds	inf	0.3754685870207982	0.001813	"[{""ZN"":1,""Ncov"":5516,""Nmod"":10,""frac"":0.0018129079042784628},{""ZN"":2,""Ncov"":896,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	a	chr3	105576153	105576154	+	2	fisher_exact_2x2	fisher_odds	inf	0.3754285302701277	0.001808	"[{""ZN"":1,""Ncov"":5531,""Nmod"":10,""frac"":0.0018079913216416561},{""ZN"":2,""Ncov"":901,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	17596	chr3	105576486	105576487	+	2	fisher_exact_2x2	fisher_odds	inf	0.3756723222032473	0.001807	"[{""ZN"":1,""Ncov"":5533,""Nmod"":10,""frac"":0.0018073377914332189},{""ZN"":2,""Ncov"":889,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	69426	chr3	105576345	105576346	+	2	fisher_exact_2x2	fisher_odds	inf	0.3756839596235381	0.001804	"[{""ZN"":1,""Ncov"":5542,""Nmod"":10,""frac"":0.001804402742692169},{""ZN"":2,""Ncov"":890,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	a	chr3	105576345	105576346	+	2	fisher_exact_2x2	fisher_odds	inf	0.3756839596235381	0.001804	"[{""ZN"":1,""Ncov"":5542,""Nmod"":10,""frac"":0.001804402742692169},{""ZN"":2,""Ncov"":890,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	69426	chr3	105576086	105576087	+	2	fisher_exact_2x2	fisher_odds	inf	0.37567097822810613	0.001801	"[{""ZN"":1,""Ncov"":5551,""Nmod"":10,""frac"":0.0018014772113132769},{""ZN"":2,""Ncov"":892,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	17596	chr3	105576381	105576382	+	2	fisher_exact_2x2	fisher_odds	inf	0.37578803588924825	0.001801	"[{""ZN"":1,""Ncov"":5554,""Nmod"":10,""frac"":0.0018005041411595247},{""ZN"":2,""Ncov"":888,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	a	chr3	105576236	105576237	+	2	fisher_exact_2x2	fisher_odds	inf	0.3755757708122554	0.001798	"[{""ZN"":1,""Ncov"":5562,""Nmod"":10,""frac"":0.0017979144192736426},{""ZN"":2,""Ncov"":898,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	69426	chr3	105576579	105576580	+	2	fisher_exact_2x2	fisher_odds	inf	0.3755095411851779	0.001793	"[{""ZN"":1,""Ncov"":5578,""Nmod"":10,""frac"":0.0017927572606669057},{""ZN"":2,""Ncov"":904,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	m	chr3	105367107	105367108	+	4	chi2_4x2_pc0.5	chi2	3.1067108766927416	0.3754632928689717	0.0	"[{""ZN"":1,""Ncov"":2976,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":616,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":424,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":184,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
ALCAM	19228	chr3	105367107	105367108	+	4	chi2_4x2_pc0.5	chi2	3.1067108766927416	0.3754632928689717	0.0	"[{""ZN"":1,""Ncov"":2976,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":616,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":424,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":184,""Nmod"":0,""frac"":0.0}]"	0.5738388320235424
MXD1	17802	chr2	69939871	69939872	+	3	chi2_3x2_pc0.5	chi2	1.9568949858083466	0.3758942245317625	0.002897	"[{""ZN"":1,""Ncov"":2071,""Nmod"":6,""frac"":0.0028971511347175277},{""ZN"":2,""Ncov"":782,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":484,""Nmod"":0,""frac"":0.0}]"	0.5738811918273875
ALCAM	a	chr3	105576186	105576187	+	2	fisher_exact_2x2	fisher_odds	inf	0.37587441609216643	0.001867	"[{""ZN"":1,""Ncov"":5356,""Nmod"":10,""frac"":0.0018670649738610904},{""ZN"":2,""Ncov"":853,""Nmod"":0,""frac"":0.0}]"	0.5738811918273875
ALCAM	a	chr3	105576482	105576483	+	2	fisher_exact_2x2	fisher_odds	inf	0.37591095831136445	0.001843	"[{""ZN"":1,""Ncov"":5425,""Nmod"":10,""frac"":0.0018433179723502304},{""ZN"":2,""Ncov"":863,""Nmod"":0,""frac"":0.0}]"	0.5738811918273875
MXD1	m	chr2	69939091	69939092	+	3	chi2_3x2_pc0.5	chi2	1.956400891726209	0.37598709955946596	0.002887	"[{""ZN"":1,""Ncov"":2078,""Nmod"":6,""frac"":0.0028873917228103944},{""ZN"":2,""Ncov"":793,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":476,""Nmod"":0,""frac"":0.0}]"	0.5739156006325024
ALCAM	17596	chr3	105576125	105576126	+	2	fisher_exact_2x2	fisher_odds	inf	0.3759833193080034	0.001845	"[{""ZN"":1,""Ncov"":5420,""Nmod"":10,""frac"":0.0018450184501845018},{""ZN"":2,""Ncov"":860,""Nmod"":0,""frac"":0.0}]"	0.5739156006325024
ALCAM	69426	chr3	105576369	105576370	+	2	fisher_exact_2x2	fisher_odds	inf	0.3760005643127944	0.001817	"[{""ZN"":1,""Ncov"":5504,""Nmod"":10,""frac"":0.001816860465116279},{""ZN"":2,""Ncov"":873,""Nmod"":0,""frac"":0.0}]"	0.5739156006325024
ALCAM	69426	chr3	105576126	105576127	+	2	fisher_exact_2x2	fisher_odds	inf	0.3760535466219168	0.001828	"[{""ZN"":1,""Ncov"":5470,""Nmod"":10,""frac"":0.0018281535648994515},{""ZN"":2,""Ncov"":866,""Nmod"":0,""frac"":0.0}]"	0.5739623453554012
MXD1	17802	chr2	69939086	69939087	+	3	chi2_3x2_pc0.5	chi2	1.9553834000040633	0.3761784301053686	0.002842	"[{""ZN"":1,""Ncov"":2111,""Nmod"":6,""frac"":0.0028422548555187117},{""ZN"":2,""Ncov"":796,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":494,""Nmod"":0,""frac"":0.0}]"	0.5740505651587127
ALCAM	a	chr3	105576335	105576336	+	2	fisher_exact_2x2	fisher_odds	inf	0.37616749430523927	0.001834	"[{""ZN"":1,""Ncov"":5452,""Nmod"":10,""frac"":0.001834189288334556},{""ZN"":2,""Ncov"":860,""Nmod"":0,""frac"":0.0}]"	0.5740505651587127
ALCAM	a	chr3	105576332	105576333	+	2	fisher_exact_2x2	fisher_odds	inf	0.3761567722370962	0.001828	"[{""ZN"":1,""Ncov"":5469,""Nmod"":10,""frac"":0.0018284878405558603},{""ZN"":2,""Ncov"":863,""Nmod"":0,""frac"":0.0}]"	0.5740505651587127
ALCAM	69426	chr3	105576484	105576485	+	2	fisher_exact_2x2	fisher_odds	inf	0.37624851677875454	0.001951	"[{""ZN"":1,""Ncov"":5126,""Nmod"":10,""frac"":0.0019508388607101053},{""ZN"":2,""Ncov"":806,""Nmod"":0,""frac"":0.0}]"	0.5741233905577857
ALCAM	19228	chr3	105367100	105367101	+	4	chi2_4x2_pc0.5	chi2	3.1011004609402475	0.37629861666198133	0.0	"[{""ZN"":1,""Ncov"":2992,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":624,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":438,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":184,""Nmod"":0,""frac"":0.0}]"	0.5741315872427425
ALCAM	m	chr3	105367100	105367101	+	4	chi2_4x2_pc0.5	chi2	3.1011004609402475	0.37629861666198133	0.0	"[{""ZN"":1,""Ncov"":2992,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":624,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":438,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":184,""Nmod"":0,""frac"":0.0}]"	0.5741315872427425
ALCAM	19229	chr3	105534825	105534826	+	3	chi2_3x2_pc0.5	chi2	1.9541746512711422	0.37640585142262445	0.003382	"[{""ZN"":1,""Ncov"":4140,""Nmod"":14,""frac"":0.003381642512077295},{""ZN"":2,""Ncov"":768,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":296,""Nmod"":0,""frac"":0.0}]"	0.5742610695739951
ALCAM	69426	chr3	105367249	105367250	+	4	chi2_4x2_pc0.5	chi2	3.099948952152492	0.37647025904544973	0.0	"[{""ZN"":1,""Ncov"":3204,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":696,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":437,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":201,""Nmod"":0,""frac"":0.0}]"	0.5743252014627279
MXD1	17596	chr2	69938965	69938966	+	3	chi2_3x2_pc0.5	chi2	1.9523641996731944	0.3767467379765907	0.005155	"[{""ZN"":1,""Ncov"":2093,""Nmod"":22,""frac"":0.01051122790253225},{""ZN"":2,""Ncov"":766,""Nmod"":12,""frac"":0.015665796344647518},{""ZN"":3,""Ncov"":451,""Nmod"":7,""frac"":0.015521064301552107}]"	0.5747128324520195
MXD1	19227	chr2	69938347	69938348	+	3	chi2_3x2_pc0.5	chi2	1.951807584854596	0.3768516039770145	0.002821	"[{""ZN"":1,""Ncov"":2127,""Nmod"":6,""frac"":0.0028208744710860366},{""ZN"":2,""Ncov"":804,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":494,""Nmod"":0,""frac"":0.0}]"	0.5748386439273866
MXD1	19227	chr2	69940423	69940424	+	3	chi2_3x2_pc0.5	chi2	1.951442865087313	0.3769203328581709	0.002824	"[{""ZN"":1,""Ncov"":2125,""Nmod"":6,""frac"":0.002823529411764706},{""ZN"":2,""Ncov"":808,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":488,""Nmod"":0,""frac"":0.0}]"	0.5748751654666684
ALCAM	19229	chr3	105576602	105576603	+	2	fisher_exact_2x2	fisher_odds	0.7114858705560619	0.37691841046288094	0.002548	"[{""ZN"":1,""Ncov"":5520,""Nmod"":35,""frac"":0.006340579710144928},{""ZN"":2,""Ncov"":900,""Nmod"":8,""frac"":0.008888888888888889}]"	0.5748751654666684
ALCAM	m	chr3	105574936	105574937	+	3	chi2_3x2_pc0.5	chi2	1.9509910437902391	0.3770054927939195	0.00722	"[{""ZN"":1,""Ncov"":5540,""Nmod"":40,""frac"":0.007220216606498195},{""ZN"":2,""Ncov"":892,""Nmod"":6,""frac"":0.006726457399103139},{""ZN"":4,""Ncov"":392,""Nmod"":0,""frac"":0.0}]"	0.5749553923435872
MXD1	m	chr2	69938636	69938637	+	3	chi2_3x2_pc0.5	chi2	1.9509261454904396	0.3770177265001537	0.002816	"[{""ZN"":1,""Ncov"":2131,""Nmod"":6,""frac"":0.0028155795401220087},{""ZN"":2,""Ncov"":806,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":494,""Nmod"":0,""frac"":0.0}]"	0.5749553923435872
ALCAM	19229	chr3	105541644	105541645	+	3	chi2_3x2_pc0.5	chi2	1.9506690019981379	0.3770662034438956	0.003298	"[{""ZN"":1,""Ncov"":4245,""Nmod"":14,""frac"":0.003297997644287397},{""ZN"":2,""Ncov"":792,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":296,""Nmod"":0,""frac"":0.0}]"	0.5749878897758011
MXD1	19227	chr2	69939568	69939569	+	3	chi2_3x2_pc0.5	chi2	1.950575505130572	0.37708383111036875	0.002935	"[{""ZN"":1,""Ncov"":2044,""Nmod"":6,""frac"":0.0029354207436399216},{""ZN"":2,""Ncov"":778,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":468,""Nmod"":0,""frac"":0.0}]"	0.5749878897758011
ALCAM	a	chr3	105541653	105541654	+	3	chi2_3x2_pc0.5	chi2	1.950285845417582	0.3771384480625023	0.00894	"[{""ZN"":1,""Ncov"":4197,""Nmod"":29,""frac"":0.006909697402906838},{""ZN"":2,""Ncov"":783,""Nmod"":7,""frac"":0.008939974457215836},{""ZN"":4,""Ncov"":301,""Nmod"":0,""frac"":0.0}]"	0.5750107892974821
MXD1	17802	chr2	69939407	69939408	+	3	chi2_3x2_pc0.5	chi2	1.9502582825145809	0.37714364561354796	0.003315	"[{""ZN"":1,""Ncov"":1810,""Nmod"":6,""frac"":0.0033149171270718232},{""ZN"":2,""Ncov"":680,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":424,""Nmod"":0,""frac"":0.0}]"	0.5750107892974821
MXD1	m	chr2	69939946	69939947	+	3	chi2_3x2_pc0.5	chi2	1.949565779713013	0.37727425473963	0.002832	"[{""ZN"":1,""Ncov"":2119,""Nmod"":6,""frac"":0.002831524303916942},{""ZN"":2,""Ncov"":802,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":490,""Nmod"":0,""frac"":0.0}]"	0.5751757626744927
RIOK3	17802	chr18	23463007	23463008	+	6	chi2_6x2_pc0.5	chi2	5.325879336490301	0.37741665195507457	0.005376	"[{""ZN"":1,""Ncov"":3994,""Nmod"":15,""frac"":0.003755633450175263},{""ZN"":2,""Ncov"":1756,""Nmod"":6,""frac"":0.003416856492027335},{""ZN"":3,""Ncov"":1488,""Nmod"":8,""frac"":0.005376344086021506},{""ZN"":4,""Ncov"":872,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":480,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":288,""Nmod"":0,""frac"":0.0}]"	0.5753398671075935
MXD1	17802	chr2	69940003	69940004	+	3	chi2_3x2_pc0.5	chi2	1.9484605472596896	0.3774828002322054	0.002828	"[{""ZN"":1,""Ncov"":2122,""Nmod"":6,""frac"":0.002827521206409048},{""ZN"":2,""Ncov"":798,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":496,""Nmod"":0,""frac"":0.0}]"	0.5753398671075935
MXD1	17802	chr2	69940200	69940201	+	3	chi2_3x2_pc0.5	chi2	1.948499235824145	0.37747549816900816	0.002813	"[{""ZN"":1,""Ncov"":2133,""Nmod"":6,""frac"":0.0028129395218002813},{""ZN"":2,""Ncov"":808,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":492,""Nmod"":0,""frac"":0.0}]"	0.5753398671075935
MXD1	19228	chr2	69940214	69940215	+	3	chi2_3x2_pc0.5	chi2	1.9485443794644797	0.3774669779561047	0.002809	"[{""ZN"":1,""Ncov"":2136,""Nmod"":6,""frac"":0.0028089887640449437},{""ZN"":2,""Ncov"":808,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":494,""Nmod"":0,""frac"":0.0}]"	0.5753398671075935
RIOK3	m	chr18	23473584	23473585	+	3	chi2_3x2_pc0.5	chi2	1.9484014661540847	0.3774939514475033	0.002629	"[{""ZN"":1,""Ncov"":4838,""Nmod"":6,""frac"":0.0012401818933443572},{""ZN"":2,""Ncov"":2282,""Nmod"":6,""frac"":0.0026292725679228747},{""ZN"":6,""Ncov"":318,""Nmod"":0,""frac"":0.0}]"	0.5753398671075935
MXD1	17802	chr2	69939061	69939062	+	3	chi2_3x2_pc0.5	chi2	1.9481238620533505	0.3775463520185345	0.002984	"[{""ZN"":1,""Ncov"":2011,""Nmod"":6,""frac"":0.0029835902536051715},{""ZN"":2,""Ncov"":778,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":445,""Nmod"":0,""frac"":0.0}]"	0.5753855713279797
ALCAM	17802	chr3	105552468	105552469	+	3	chi2_3x2_pc0.5	chi2	1.947207953674758	0.37771929054803455	0.002876	"[{""ZN"":1,""Ncov"":5215,""Nmod"":15,""frac"":0.0028763183125599234},{""ZN"":2,""Ncov"":904,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":344,""Nmod"":0,""frac"":0.0}]"	0.5755933368249126
MXD1	19227	chr2	69940541	69940542	+	3	chi2_3x2_pc0.5	chi2	1.9468082541926832	0.37779478519397697	0.002875	"[{""ZN"":1,""Ncov"":2087,""Nmod"":6,""frac"":0.0028749401054144704},{""ZN"":2,""Ncov"":784,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":488,""Nmod"":0,""frac"":0.0}]"	0.5755933368249126
MXD1	19227	chr2	69938998	69938999	+	3	chi2_3x2_pc0.5	chi2	1.9468831182619737	0.3777806438311604	0.00283	"[{""ZN"":1,""Ncov"":2120,""Nmod"":6,""frac"":0.002830188679245283},{""ZN"":2,""Ncov"":798,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":494,""Nmod"":0,""frac"":0.0}]"	0.5755933368249126
MXD1	17802	chr2	69939329	69939330	+	3	chi2_3x2_pc0.5	chi2	1.946993684152607	0.3777597595817626	0.002812	"[{""ZN"":1,""Ncov"":2134,""Nmod"":6,""frac"":0.0028116213683223993},{""ZN"":2,""Ncov"":808,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":492,""Nmod"":0,""frac"":0.0}]"	0.5755933368249126
MXD1	19228	chr2	69940563	69940564	+	3	chi2_3x2_pc0.5	chi2	1.9470911625576302	0.37774134832101813	0.002804	"[{""ZN"":1,""Ncov"":2140,""Nmod"":6,""frac"":0.002803738317757009},{""ZN"":2,""Ncov"":808,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":496,""Nmod"":0,""frac"":0.0}]"	0.5755933368249126
ALCAM	19229	chr3	105545302	105545303	+	3	chi2_3x2_pc0.5	chi2	1.9461966449296941	0.37791033425586235	0.003116	"[{""ZN"":1,""Ncov"":4493,""Nmod"":14,""frac"":0.0031159581571333183},{""ZN"":2,""Ncov"":832,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.5755985820834469
MXD1	17802	chr2	69940088	69940089	+	3	chi2_3x2_pc0.5	chi2	1.9464080392151146	0.3778703923242421	0.002915	"[{""ZN"":1,""Ncov"":2058,""Nmod"":6,""frac"":0.0029154518950437317},{""ZN"":2,""Ncov"":774,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":480,""Nmod"":0,""frac"":0.0}]"	0.5755985820834469
MXD1	19227	chr2	69939642	69939643	+	3	chi2_3x2_pc0.5	chi2	1.946254280918095	0.37789944379496293	0.00286	"[{""ZN"":1,""Ncov"":2098,""Nmod"":6,""frac"":0.002859866539561487},{""ZN"":2,""Ncov"":792,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":486,""Nmod"":0,""frac"":0.0}]"	0.5755985820834469
MXD1	17802	chr2	69939642	69939643	+	3	chi2_3x2_pc0.5	chi2	1.946254280918095	0.37789944379496293	0.00286	"[{""ZN"":1,""Ncov"":2098,""Nmod"":6,""frac"":0.002859866539561487},{""ZN"":2,""Ncov"":792,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":486,""Nmod"":0,""frac"":0.0}]"	0.5755985820834469
MXD1	17802	chr2	69938447	69938448	+	3	chi2_3x2_pc0.5	chi2	1.9463145717634798	0.3778880520282	0.002805	"[{""ZN"":1,""Ncov"":2139,""Nmod"":6,""frac"":0.002805049088359046},{""ZN"":2,""Ncov"":808,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":495,""Nmod"":0,""frac"":0.0}]"	0.5755985820834469
ALCAM	19229	chr3	105524383	105524384	+	4	chi2_4x2_pc0.5	chi2	3.088915121588699	0.3781183440540593	0.003784	"[{""ZN"":1,""Ncov"":3700,""Nmod"":14,""frac"":0.0037837837837837837},{""ZN"":2,""Ncov"":727,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":504,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":280,""Nmod"":0,""frac"":0.0}]"	0.5758606445891463
MXD1	17802	chr2	69939651	69939652	+	3	chi2_3x2_pc0.5	chi2	1.9450489740883166	0.3781272548239031	0.002838	"[{""ZN"":1,""Ncov"":2114,""Nmod"":6,""frac"":0.002838221381267739},{""ZN"":2,""Ncov"":792,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":496,""Nmod"":0,""frac"":0.0}]"	0.5758606445891463
MXD1	19227	chr2	69939984	69939985	+	3	chi2_3x2_pc0.5	chi2	1.944755656591224	0.3781827145606151	0.002822	"[{""ZN"":1,""Ncov"":2126,""Nmod"":6,""frac"":0.0028222013170272815},{""ZN"":2,""Ncov"":806,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":488,""Nmod"":0,""frac"":0.0}]"	0.5759109412860428
ALCAM	19228	chr3	105541724	105541725	+	3	chi2_3x2_pc0.5	chi2	1.9443001248932268	0.37826886147796407	0.003212	"[{""ZN"":1,""Ncov"":4358,""Nmod"":14,""frac"":0.0032124827902707664},{""ZN"":2,""Ncov"":811,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":304,""Nmod"":0,""frac"":0.0}]"	0.5759834168801719
MXD1	m	chr2	69940396	69940397	+	3	chi2_3x2_pc0.5	chi2	1.9441480997019858	0.3782976157687978	0.002959	"[{""ZN"":1,""Ncov"":2028,""Nmod"":6,""frac"":0.0029585798816568047},{""ZN"":2,""Ncov"":752,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":484,""Nmod"":0,""frac"":0.0}]"	0.5759834168801719
ALCAM	17596	chr3	105576123	105576124	+	2	fisher_exact_2x2	fisher_odds	inf	0.3782898651796156	0.002238	"[{""ZN"":1,""Ncov"":4469,""Nmod"":10,""frac"":0.0022376370552696354},{""ZN"":2,""Ncov"":672,""Nmod"":0,""frac"":0.0}]"	0.5759834168801719
MXD1	19227	chr2	69940558	69940559	+	3	chi2_3x2_pc0.5	chi2	1.9439871185177628	0.3783280663933632	0.002809	"[{""ZN"":1,""Ncov"":2136,""Nmod"":6,""frac"":0.0028089887640449437},{""ZN"":2,""Ncov"":808,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":492,""Nmod"":0,""frac"":0.0}]"	0.5759956185772993
RIOK3	19227	chr18	23482149	23482150	+	4	chi2_4x2_pc0.5	chi2	3.086698171988732	0.3784502249441969	0.018482	"[{""ZN"":1,""Ncov"":5714,""Nmod"":392,""frac"":0.06860343017150858},{""ZN"":3,""Ncov"":1726,""Nmod"":102,""frac"":0.05909617612977984},{""ZN"":5,""Ncov"":520,""Nmod"":40,""frac"":0.07692307692307693},{""ZN"":6,""Ncov"":308,""Nmod"":18,""frac"":0.05844155844155844}]"	0.576010800662087
MXD1	19228	chr2	69937385	69937386	+	3	chi2_3x2_pc0.5	chi2	1.9433463337029433	0.37844929925335263	0.017988	"[{""ZN"":1,""Ncov"":2097,""Nmod"":127,""frac"":0.06056270863137816},{""ZN"":2,""Ncov"":783,""Nmod"":39,""frac"":0.04980842911877394},{""ZN"":3,""Ncov"":472,""Nmod"":32,""frac"":0.06779661016949153}]"	0.576010800662087
ALCAM	17596	chr3	105574618	105574619	+	3	chi2_3x2_pc0.5	chi2	1.9436786753866415	0.3783864172394217	0.005741	"[{""ZN"":1,""Ncov"":5400,""Nmod"":20,""frac"":0.003703703703703704},{""ZN"":2,""Ncov"":871,""Nmod"":5,""frac"":0.0057405281285878304},{""ZN"":4,""Ncov"":386,""Nmod"":0,""frac"":0.0}]"	0.576010800662087
MXD1	17802	chr2	69938544	69938545	+	3	chi2_3x2_pc0.5	chi2	1.9434587697790981	0.37842802417426397	0.00283	"[{""ZN"":1,""Ncov"":2120,""Nmod"":6,""frac"":0.002830188679245283},{""ZN"":2,""Ncov"":802,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":488,""Nmod"":0,""frac"":0.0}]"	0.576010800662087
MXD1	m	chr2	69940204	69940205	+	3	chi2_3x2_pc0.5	chi2	1.9433438810928223	0.37844976334792796	0.002813	"[{""ZN"":1,""Ncov"":2133,""Nmod"":6,""frac"":0.0028129395218002813},{""ZN"":2,""Ncov"":806,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":492,""Nmod"":0,""frac"":0.0}]"	0.576010800662087
ALCAM	a	chr3	105547207	105547208	+	3	chi2_3x2_pc0.5	chi2	1.9425189824021076	0.3786058868993865	0.00303	"[{""ZN"":1,""Ncov"":4620,""Nmod"":14,""frac"":0.0030303030303030303},{""ZN"":2,""Ncov"":861,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.5762135599052081
RIOK3	17802	chr18	23481589	23481590	+	4	chi2_4x2_pc0.5	chi2	3.085388781870002	0.3786463595922921	0.002209	"[{""ZN"":1,""Ncov"":5432,""Nmod"":12,""frac"":0.0022091310751104565},{""ZN"":3,""Ncov"":1654,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":522,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":303,""Nmod"":0,""frac"":0.0}]"	0.5762409949287642
MXD1	17802	chr2	69938838	69938839	+	3	chi2_3x2_pc0.5	chi2	1.9419765912103275	0.37870857707242356	0.002941	"[{""ZN"":1,""Ncov"":2040,""Nmod"":6,""frac"":0.0029411764705882353},{""ZN"":2,""Ncov"":776,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":464,""Nmod"":0,""frac"":0.0}]"	0.5763015169296536
MXD1	m	chr2	69938827	69938828	+	3	chi2_3x2_pc0.5	chi2	1.9418059676688222	0.37874088674991124	0.003135	"[{""ZN"":1,""Ncov"":1914,""Nmod"":6,""frac"":0.003134796238244514},{""ZN"":2,""Ncov"":736,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":426,""Nmod"":0,""frac"":0.0}]"	0.5763165221174631
MXD1	17802	chr2	69938637	69938638	+	3	chi2_3x2_pc0.5	chi2	1.9415406482793807	0.37879113373312656	0.002817	"[{""ZN"":1,""Ncov"":2130,""Nmod"":6,""frac"":0.0028169014084507044},{""ZN"":2,""Ncov"":800,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":496,""Nmod"":0,""frac"":0.0}]"	0.5763588184682803
