#chrom	tes_1based	strand	intron_chain_tx_order	n_introns	read_support	frac_global	polya_support_frac	median_mapq	median_tail_len	median_tail_purity	n_unique_chains	n_full_length_reads	included_trunc	sample_counts	chain_counts	kept
chr3	105576891	+	105576167-105576875	1	1	0.0002	1.0000	60.0	29.0	1.000	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	105576167-105576875:1	0
chr3	105576891	+	105574894-105575001	1	1	0.0002	1.0000	60.0	62.0	0.758	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105574894-105575001:1	0
chr3	105685864	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105678436;105678524-105685586	15	1	0.0002	0.0000	60.0	39.0	0.462	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105678436;105678524-105685586:1	0
chr3	105706073	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552593-105705959	14	1	0.0002	0.0000	60.0	385.0	0.491	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552593-105705959:1	0
chr6	138422120	+	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	4	8	0.0019	1.0000	60.0	58.5	0.674	2	7	1	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:3	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197:7|138413155-138415197:1	0
chr6	138422120	+	138404598-138405144;138405281-138405970;138406034-138412879;138413155-138415197	4	2	0.0005	1.0000	60.0	99.5	0.675	1	2	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	138404598-138405144;138405281-138405970;138406034-138412879;138413155-138415197:2	0
chr6	138422120	+	138404598-138405144;138405281-138405970;138406152-138415197	3	1	0.0002	1.0000	60.0	27.0	0.519	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	138404598-138405144;138405281-138405970;138406152-138415197:1	0
chr6	138422120	+	138421585-138421641	1	1	0.0002	1.0000	60.0	33.0	0.606	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	138421585-138421641:1	0
chr6	138422197	+	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	4	15	0.0035	1.0000	60.0	59.0	0.697	3	11	1	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:4|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:6	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197:11|138406152-138412879;138413155-138415197:1|138413155-138415197:3	0
chr6	138422197	+	138404598-138405144;138405281-138405970;138406152-138412879	3	2	0.0005	0.5000	60.0	54.0	0.589	2	1	1	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	138404598-138405144;138405281-138405970;138406152-138412879:1|138406152-138412879:1	0
chr6	138422197	+	138421648-138421722	1	1	0.0002	1.0000	60.0	45.0	0.511	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	138421648-138421722:1	0
chr6	138423012	+	138422467-138422587	1	1	0.0002	1.0000	60.0	175.0	0.617	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	138422467-138422587:1	0
chr6	138423109	+	138406034-138412879;138413437-138423080	2	1	0.0002	1.0000	32.0	85.0	0.659	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	138406034-138412879;138413437-138423080:1	0
chr6	138424096	+	138423807-138423968	1	1	0.0002	1.0000	50.0	597.0	0.626	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	138423807-138423968:1	0
chr6	138424829	+	138424415-138424543	1	1	0.0002	1.0000	60.0	198.0	0.657	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	138424415-138424543:1	0
chr6	138425084	+	138420789-138425065	1	1	0.0002	1.0000	60.0	28.0	0.679	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	138420789-138425065:1	0
chr6	138429869	+	138424817-138429710	1	2	0.0005	1.0000	60.0	1306.5	0.659	1	2	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:2	138424817-138429710:2	0
chr6	138430516	+	138424817-138429710;138429844-138430392	2	1	0.0002	1.0000	60.0	1077.0	0.668	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138430574	+	138424817-138429710;138429844-138430392	2	1	0.0002	0.0000	60.0	13.0	0.308	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138430917	+	138428888-138429710;138429844-138430392	2	1	0.0002	1.0000	60.0	105.0	0.600	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	138428888-138429710;138429844-138430392:1	0
chr6	138430974	+	138424817-138429710;138429844-138430392	2	1	0.0002	1.0000	60.0	2480.0	0.554	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138431124	+	138424817-138429710;138429844-138430392	2	1	0.0002	1.0000	60.0	307.0	0.668	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138431175	+	138424817-138429710;138429844-138430392	2	1	0.0002	1.0000	60.0	378.0	0.664	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138431221	+	138424817-138429710;138429844-138430392	2	2	0.0005	0.5000	60.0	273.5	0.510	1	2	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	138424817-138429710;138429844-138430392:2	0
chr6	138431263	+	138429844-138430392	1	1	0.0002	1.0000	60.0	2163.0	0.652	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	138429844-138430392:1	0
chr6	138431695	+	138422811-138423608;138423616-138423923;138424817-138430392;138431416-138431622	4	1	0.0002	0.0000	28.0	1024.0	0.319	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	138422811-138423608;138423616-138423923;138424817-138430392;138431416-138431622:1	0
chr6	138431695	+	138424817-138429710;138429844-138430392	2	1	0.0002	1.0000	60.0	231.0	0.667	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138432436	+	138424817-138429710;138429844-138430392	2	1	0.0002	1.0000	60.0	261.0	0.655	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138432471	+	138424817-138429710;138429844-138430392	2	1	0.0002	0.0000	60.0	21.0	0.286	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138432836	+	138424817-138429710;138429844-138430392	2	2	0.0005	0.5000	60.0	49.0	0.523	1	2	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	138424817-138429710;138429844-138430392:2	0
chr6	138433126	+	138424817-138429710;138429844-138430392	2	1	0.0002	0.0000	60.0	16.0	0.375	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138433194	+	138424817-138429710;138429844-138430392	2	1	0.0002	0.0000	60.0	46.0	0.217	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	138424817-138429710;138429844-138430392:1	0
chr6	138442081	+	138424817-138429710;138429844-138430392;138433681-138441982	3	2	0.0005	1.0000	60.0	302.0	0.667	1	2	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	138424817-138429710;138429844-138430392;138433681-138441982:2	0
chr6	138496373	+	138424817-138429710;138429844-138430392;138433681-138441982;138442115-138447000;138447194-138473305;138473434-138496218	6	3	0.0007	0.0000	60.0	15.0	0.217	3	1	1	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	138424817-138429710;138429844-138430392;138433681-138441982;138442115-138447000;138447194-138473305;138473434-138496218:1|138433681-138441982;138442115-138447000;138447194-138473305;138473434-138496218:1|138447194-138473305;138473434-138496218:1	0
chr6	138545712	+	138424817-138429710;138429844-138430392;138433681-138441982;138442115-138447000;138447194-138473305;138473434-138496218;138496372-138545622	7	2	0.0005	1.0000	60.0	164.0	0.656	2	1	1	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	138424817-138429710;138429844-138430392;138433681-138441982;138442115-138447000;138447194-138473305;138473434-138496218;138496372-138545622:1|138447194-138473305;138473434-138496218;138496372-138545622:1	0
chr6	138572523	+	138424817-138429710;138429844-138430392;138433681-138441982;138442115-138447000;138447194-138473305;138473434-138496218;138496372-138571709;138572062-138572441	8	1	0.0002	1.0000	60.0	239.0	0.669	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	138424817-138429710;138429844-138430392;138433681-138441982;138442115-138447000;138447194-138473305;138473434-138496218;138496372-138571709;138572062-138572441:1	0
chr6	138693174	+	138447194-138473305;138473434-138496218;138496372-138692475	3	1	0.0002	0.0000	60.0	16.0	0.188	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	138447194-138473305;138473434-138496218;138496372-138692475:1	0
chr6	138693225	+	138424817-138429710;138429844-138430392;138433681-138441982;138442115-138447000;138447194-138473305;138473434-138496218;138496372-138692475	7	1	0.0002	1.0000	60.0	14.0	0.500	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	138424817-138429710;138429844-138430392;138433681-138441982;138442115-138447000;138447194-138473305;138473434-138496218;138496372-138692475:1	0
chr6	158110753	+	158110269-158110422	1	1	0.0002	1.0000	57.0	363.0	0.664	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	158110269-158110422:1	0
chr6	158111540	+	157982089-158017203;158017291-158028755;158029027-158033454;158033681-158043315;158043400-158054966;158055029-158059256;158059354-158061991;158062165-158063790;158063912-158064600;158064751-158064825;158064992-158066443;158066636-158068646;158068729-158069532;158069674-158071601;158071795-158074579;158074739-158076625;158076783-158078163;158078282-158081108;158081328-158081431;158081511-158083428;158083598-158084000;158084175-158086854;158086990-158088659;158088773-158089838;158089948-158092925;158093105-158101477;158101561-158110966	27	2	0.0005	1.0000	60.0	85.5	0.687	2	1	1	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	157982089-158017203;158017291-158028755;158029027-158033454;158033681-158043315;158043400-158054966;158055029-158059256;158059354-158061991;158062165-158063790;158063912-158064600;158064751-158064825;158064992-158066443;158066636-158068646;158068729-158069532;158069674-158071601;158071795-158074579;158074739-158076625;158076783-158078163;158078282-158081108;158081328-158081431;158081511-158083428;158083598-158084000;158084175-158086854;158086990-158088659;158088773-158089838;158089948-158092925;158093105-158101477;158101561-158110966:1|158088773-158089838;158089948-158092925;158093105-158101477;158101561-158110966:1	0
chr6	158111540	+	157982089-158017203;158017291-158028755;158029027-158033454;158033681-158043315;158043400-158054966;158055029-158059256;158059354-158061991;158062165-158063790;158063912-158064600;158064751-158064825;158064992-158066443;158066636-158068646;158068729-158069532;158069674-158071601;158071795-158074579;158074739-158076625;158076783-158078163;158078282-158081108;158081328-158081431;158081511-158083428;158083598-158084000;158084175-158086854;158086990-158088659;158088773-158089838;158089948-158092925;158093105-158110966	26	2	0.0005	1.0000	60.0	41.5	0.660	2	1	1	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	157982089-158017203;158017291-158028755;158029027-158033454;158033681-158043315;158043400-158054966;158055029-158059256;158059354-158061991;158062165-158063790;158063912-158064600;158064751-158064825;158064992-158066443;158066636-158068646;158068729-158069532;158069674-158071601;158071795-158074579;158074739-158076625;158076783-158078163;158078282-158081108;158081328-158081431;158081511-158083428;158083598-158084000;158084175-158086854;158086990-158088659;158088773-158089838;158089948-158092925;158093105-158110966:1|158055029-158059256;158059354-158061991;158062165-158063790;158063912-158064600;158064751-158064825;158064992-158066443;158066636-158068646;158068729-158069532;158069674-158071601;158071795-158074579;158074739-158076625;158076783-158078163;158078282-158081108;158081328-158081431;158081511-158083428;158083598-158084000;158084175-158086854;158086990-158088659;158088773-158089838;158089948-158092925;158093105-158110966:1	0
chr6	158111540	+	157982089-158017203;158017291-158028755;158029027-158033454;158033681-158043315;158043400-158054966;158055029-158059256;158059354-158061991;158062165-158063790;158063873-158064600;158064751-158064825;158064992-158066443;158066636-158068646;158068729-158069532;158069674-158071601;158071795-158074579;158074739-158076625;158076783-158078163;158078282-158081108;158081328-158081431;158081511-158083428;158083598-158084000;158084175-158086854;158086990-158088659;158088773-158089838;158089948-158092925;158093105-158110966	26	1	0.0002	1.0000	60.0	29.0	0.897	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	157982089-158017203;158017291-158028755;158029027-158033454;158033681-158043315;158043400-158054966;158055029-158059256;158059354-158061991;158062165-158063790;158063873-158064600;158064751-158064825;158064992-158066443;158066636-158068646;158068729-158069532;158069674-158071601;158071795-158074579;158074739-158076625;158076783-158078163;158078282-158081108;158081328-158081431;158081511-158083428;158083598-158084000;158084175-158086854;158086990-158088659;158088773-158089838;158089948-158092925;158093105-158110966:1	0
